-0.75151,-0.4742
-0.74759,-0.44324
-0.72877,-0.41259
-0.69502,-0.38222
-0.64639,-0.35213
-0.58305,-0.3223
-0.50523,-0.2927
-0.41331,-0.2633
-0.30773,-0.23407
-0.18893,-0.20495
-0.057627,-0.17591
0.085515,-0.1469
0.23971,-0.11784
0.4041,-0.088695
0.57773,-0.059383
0.75965,-0.029839
0.85159,0
